breath_ids,R,C,m_u_in,q_u_in,m_u_out,q_u_out,m_pressure,q_pressure
40574,20,50,5.334373065077813,32.85863221378162,3.584468792973473,-4.384592421936228,6.957954698317516,12.607214429516697
40653,50,20,0.2355250409066336,6.705852723320044,3.584481994146932,-4.380847888747484,3.007569760029168,11.905322005142162
41409,50,20,1.5735103160338453,6.496166957543345,3.5938140801851537,-4.713595110720328,5.073010772235235,12.532590788668411
41751,5,20,-2.756431780141504,18.807165890566583,3.5842105231740926,-4.387804473429538,4.894690951550214,7.322187769120866
41890,50,10,-10.613312579862336,28.203974858812508,3.598353449425293,-4.872536258735189,2.305004494754584,25.049401282886546
41946,50,10,-9.39409540291797,24.9463409786934,3.588165969462769,-4.560442460352696,4.1539207779517735,14.851878775409215
41988,50,50,0.1486956590574887,8.17591268077364,3.598054151503047,-4.875559741515051,3.5932397320859653,11.434066768807158
42373,5,50,-1.1362154434914915,17.7938355452522,3.584111107380244,-4.388104961020767,2.5841041342842432,6.611722294645827
42468,20,50,3.9039838839809407,13.887010731267734,3.584066043290883,-4.386647888189811,6.816802598990557,7.456614897265528
43103,50,10,0.081103237543001,0.3435822601344986,3.5897165992335247,-4.552654413351926,0.0824685614791878,-1.5347900194306296
43714,50,10,-1.3566482633693406,4.365989175429204,3.5979552115623243,-4.876022300850881,1.230051550768555,7.190198159009635
44022,5,20,0.4067077894640329,3.88607503932408,3.594504998886147,-4.710521825036647,2.3057852541692467,5.821540404499717
44358,50,10,-1.903131134011352,10.892381036670066,3.589681970921638,-4.551996367404143,7.724847931512118,9.05401201172729
44437,20,20,0.3696414232509186,15.17650303923909,3.5943047505874466,-4.715392905431838,7.735796074734626,9.656100588706485
45011,5,10,-23.97018213135092,57.04170931152038,3.589521806340964,-4.547767531137133,5.305496284497902,22.844421913801284
45615,50,20,-0.6214208798438059,5.375838847920452,3.597968976286158,-4.875348498909443,1.9305139784236192,9.91054554874334
46943,50,50,-1.2147295860042586,9.956826669259788,3.59425090744624,-4.713858538385641,2.616420148757689,13.918993925695176
47084,20,50,-0.2352270873560041,29.6478072192478,3.5843225506301,-4.388868903634862,7.537825414995779,10.9260016290342
47217,5,10,-0.908999189995906,2.9591293885798056,3.597484473712768,-4.874809193044761,1.4457834960411473,6.941498218120986
47283,20,50,-7.925736300498877,56.078023834799296,3.589760450725938,-4.551106636924735,3.45329585837935,18.465654428544784
47711,20,10,-10.29733793951892,28.43527801263017,3.589877674113648,-4.54634140482291,6.42769562547025,13.820154315874692
48398,20,50,0.1272281310074492,2.0967822357995707,3.584399583766808,-4.385156776210859,1.4118848401426698,6.176458889073067
49331,20,50,-0.1763324406452167,10.56453996189476,3.5845897619497604,-4.383820236591602,1.9586135183018387,8.064040438628489
49717,50,50,2.85637379017211,7.317897723571785,3.5978711838987496,-4.881827124960607,6.1962159413923,13.132077416413074
50223,5,20,-4.476991650992913,38.0937008810044,3.5775596803220364,-4.2535265970363385,7.026828568016192,8.493262025492836
50353,50,10,0.0135853703107122,3.0246834649829752,3.589522291353727,-4.555350576549645,2.635017848161617,4.6104828058767175
51123,5,10,-2.38942310967491,9.480433770332692,3.584335386108521,-4.388610617978396,4.407823417465611,7.488737316979316
51415,5,10,-8.696764785602495,20.1149405906976,3.590241137738755,-4.545338292029259,1.2677969330497207,12.246036114384664
51595,5,10,-7.898216760349737,25.58599469956813,3.594427730603322,-4.712451711355272,9.746310292907594,9.225460098117
51607,50,50,-2.2914363583223647,9.470214707364212,3.5980574603674427,-4.877263178140221,0.096201169868451,10.059252148613956
52697,50,10,-2.291657849770456,11.950839193672506,3.597914898849682,-4.874773323063497,7.646474778666487,13.764737036999424
53963,20,50,0.2723685138077741,43.30074345566386,3.58436701777166,-4.3841320016873,6.060141811906192,15.339658126920089
54190,20,50,2.3534548341345625,16.690674090315852,3.59015303250936,-4.54707594585493,4.438406798399671,10.042006671897344
55155,20,10,-24.577718742998627,59.14702668150107,3.594226827979765,-4.710581524024358,2.911792495803375,26.60097532105205
55265,50,10,-1.403777757100226,7.189033310259814,3.583910507401812,-4.387088785437158,5.158882093190896,6.690925660562673
56110,5,10,-1.9381886690011665,4.708016626144072,3.589730983258093,-4.548952193267319,0.4421892124704332,8.969016107541723
56987,50,10,-7.878829085629326,23.60695234053822,3.597948206089832,-4.8742363583493775,4.1272036160354215,25.824150564834245
57020,20,10,-10.172110196912866,24.621744695558583,3.590285894754045,-4.545378330941306,1.9174739327635952,15.63760297680282
57039,20,50,4.035076768849585,38.85809459382676,3.589878122270656,-4.551604036204526,7.100407238407334,13.289468398253687
57178,50,20,-0.6507677658287704,5.763066562204953,3.594793863571947,-4.713753968140107,3.154873093619252,8.778882576238228
57984,20,20,-2.2103712945746943,26.24500652985493,3.5941238048844104,-4.714741497782288,8.951723424690977,11.616261065973886
58835,50,10,0.0009939758211517,0.0885690514709335,3.589423857431268,-4.555272586286137,0.0221232730968818,0.795539159231687
59355,20,10,-1.5246825507354915,6.727769766779223,3.589817458014469,-4.548521371295923,3.484104518831504,8.051798535756477
59384,5,20,-28.777443356567645,112.91339700902296,3.5979919047131776,-4.8779886397045775,7.950350882702876,13.76884933566045
59990,50,10,-12.651700321979089,36.24481443523144,3.589501647246088,-4.552770517031699,7.807678456429713,18.696170188439567
61051,5,50,4.327571746536495,28.43547456750855,3.5838250397603217,-4.387964428623082,4.927166573365872,7.281910990586971
61793,50,20,-5.7640573566029,18.55303124341691,3.598007621054046,-4.874805485798006,0.3592775881331251,15.74091647539983
62985,20,10,-25.23217691723041,62.80422518039265,3.594554716582831,-4.7165765464402485,5.045374531521041,24.727755469647608
63155,5,20,-2.081650178030868,5.903424800995415,3.598073272856801,-4.874595332117456,1.1806747464870513,7.535033647345956
63964,20,20,-1.024180379455281,6.612243998062359,3.5942760351329626,-4.714509452470301,3.577047130957248,7.507405345055474
64423,50,20,-1.984815249434631,11.126818083786551,3.5980284310089337,-4.876105747563657,2.2606286661183104,14.264111416684154
64519,5,20,-4.463502272282529,18.60791393971027,3.594001407751092,-4.71473029473905,4.01311021596374,7.121025263565286
64590,20,50,-0.2617343304955808,12.967083582952707,3.583774365104863,-4.381677686447224,4.32898985465575,8.575905095498541
64628,50,10,-15.447134827884856,37.51255441754396,3.5895880042171115,-4.549450231020083,1.1612688161102738,22.802396367511083
64822,5,50,-25.61356590330965,98.28938831898928,3.5842147850781743,-4.384189040730607,4.891233654204426,12.55694243772808
65220,50,50,-3.2637453527222555,19.63433220155458,3.597887862147328,-4.8745513571154815,2.129345829443703,17.331134412801468
65241,5,10,0.4300795621480111,4.49316895129693,3.5896247480456767,-4.546947071791225,6.894153443255904,4.97790065213065
65251,50,20,0.9511152392783878,5.626497557356789,3.594336882092364,-4.713495622523538,4.967662313044215,9.984400015631646
65408,50,50,1.8914338326976208,4.473059926076172,3.594110012613398,-4.715058560132018,5.067793144874206,10.84118594713254
65478,5,50,-0.1685525108650268,3.300515232848303,3.589593111648034,-4.543310370986054,0.650944603590243,5.490431772620602
65867,5,20,1.588719517790303,0.0786924295794267,3.591298525123295,-4.544420398408985,1.2166210162050377,5.722269206957115
66010,50,20,-0.2811939961541314,10.510211898357166,3.584454052915815,-4.386126113087288,5.5765704227856325,13.862959334371972
66176,5,20,-18.48211614219733,48.37986808716653,3.5981761570145,-4.873612092985892,3.42162622189447,11.5216765991777
67089,20,10,-5.254253816095369,12.752849172221064,3.5902122770780145,-4.544526965551462,1.479925806821062,11.5644185298087
67294,5,20,-2.024617717982673,22.008383376277287,3.598179506421645,-4.877130095908018,5.928845068009113,6.170965961603022
67376,50,20,-2.3050673992667714,12.374532595164494,3.584149233479605,-4.385380160812889,2.625220705607114,16.17081023780741
67492,50,10,-0.440701737171965,4.568655578979341,3.583315836089077,-4.394295409666373,3.364514465273019,4.378032004570203
67753,50,20,-0.9002604675887309,7.214739357356557,3.583718078540962,-4.383051380004787,2.4461383801443195,12.402971139078728
67782,20,50,0.9895244074221318,1.3809276511468451,3.597442037678575,-4.871745570379482,1.0124096419472592,6.06754212683626
67861,20,20,-3.8774955088327134,13.136207898965292,3.5844890701561694,-4.384917680111866,2.1586957309283807,9.21955338631532
68090,5,10,-6.3283174217215645,19.03473727282813,3.589576675004764,-4.551038082376691,7.191783557543397,7.953359706974638
68098,50,10,-4.78934497334856,15.501166275284469,3.598032789155623,-4.876197642984043,4.020162657431343,20.78542186590744
68202,20,10,-0.311668633156838,3.5296184153366887,3.589698833299796,-4.556148246444584,3.920632162421258,4.799410671064642
68610,5,10,-10.316569017589629,29.50387482111441,3.5840011868091386,-4.384529245647828,8.220323426184677,11.255582881518857
69042,5,50,0.0146805774973696,2.873925481150374,3.584415771874917,-4.381789799144697,0.6512698447243529,6.274762728443346
69478,20,50,2.6295801521956608,13.440394878466382,3.5842679079007587,-4.3887933742754335,5.714721724434471,8.2873972709236
71995,5,10,-6.416941238877263,20.968383141979217,3.589432975039523,-4.54334701487335,8.74124250978253,8.10479577314146
72578,5,20,-2.7502648023864977,8.567506354949128,3.5839168394961844,-4.386568951055687,1.5854401032188652,7.090572542347357
72820,50,10,-0.2569479699833383,5.829479659595855,3.583502043370832,-4.390993779854986,5.850187702964852,4.403836395228284
73048,50,10,0.4506808778649457,6.420068885904473,3.589121731282911,-4.556768319472732,6.934453015907792,3.046558750062445
73305,50,10,-11.19375421385655,29.072374175801453,3.583770150201103,-4.384508215448354,0.3693674926894449,24.173282109286102
73470,50,20,2.4990411534601,5.768010219947959,3.59804592654227,-4.87793744413612,5.598299808884165,11.058853037427443
73683,5,20,-3.079987522863042,12.41264840432046,3.584208387882448,-4.38539663813194,2.704352014012583,7.259722270487567
73933,50,50,-4.448844873865828,23.80586104861441,3.594303812595692,-4.7134932659570925,4.004653842087947,24.54933483498805
74166,50,10,-2.692468794754592,9.562313859504838,3.589577355156309,-4.549442666516645,3.591038034252619,5.479729210906478
74251,5,50,-2.1769129950961204,61.10274061309271,3.5841406318143623,-4.387246309788624,6.529822967766771,7.982795961740773
74281,5,50,-1.4658995566141804,17.72840880583352,3.594194233537864,-4.715446019094897,2.5824640995177672,6.802104029669718
74820,50,20,-5.714586454282492,23.613222316698177,3.598145358228246,-4.873066671877854,4.010843568309653,25.407351712998377
74904,5,50,-31.024254141236355,107.9574326965074,3.597869156275064,-4.875652857193612,4.862259080621865,14.009980749773913
75039,20,50,1.4147948046347942,1.8802508835481404,3.598262661743838,-4.872700346067169,1.739634512381199,5.6442225727624
75120,50,50,-1.4448264131067452,11.542443774504038,3.594359101170345,-4.715467639200523,1.7569272030972174,14.20052582751967
75149,50,50,-3.475390041517834,27.280104873043047,3.5978694998899945,-4.874726474748931,0.7749488500432241,20.41094747563157
75294,5,50,1.833916515945416,9.893900605757388,3.590395401220813,-4.545583569652046,2.928687191365269,5.170765776996394
75509,5,20,-14.124326777401093,44.27555581903574,3.594582258044497,-4.714769959404024,4.890561031324279,10.142995656996742
75614,5,20,-4.842221451336335,48.57036229812647,3.584243637032247,-4.3868107220045225,8.461080412544717,7.912553503534354
75705,5,50,-6.089186531897799,51.571694801391246,3.584131513798396,-4.386049274250552,4.8574632553191,8.534743465914534
76143,50,10,1.5810361440588676,3.415893817904743,3.594215972292272,-4.7155268828594,5.277288221378853,4.820465407648414
76885,20,10,-4.761906618094048,21.027454788781213,3.594401657300045,-4.71372942368258,7.971587280704199,10.35097595337485
77234,50,10,-1.281425168341557,5.169316541821132,3.597927015367653,-4.874601925313619,1.773866275924714,10.9300191912671
77803,50,10,0.0,0.0,3.590043187579388,-4.548880928144159,0.0079826355927466,-0.9293520032876847
78113,50,10,-9.795272336394358,28.98533315932343,3.59797921598708,-4.875489073626157,4.424139610390205,24.26739152014248
78120,5,10,-10.355268234276537,36.5562299126978,3.5899175408201667,-4.547346499792665,15.131176445621357,8.558699733851434
78400,20,20,-8.11094808538756,22.448237496444587,3.584114124483165,-4.3855351506047295,1.451035392898508,11.248877121123982
78440,5,10,-17.11731419682265,41.312741131830165,3.5897165791430226,-4.549391495664124,4.756451010624375,18.845114883895
78478,50,10,1.5338047783204394,4.15468895692571,3.5978225358658724,-4.877246007733872,6.587624943477519,3.9492568316893673
79220,5,50,-22.43510381774941,91.5188628155098,3.5940478094696653,-4.717663255721753,4.725550431842184,11.597489445931778
79361,20,20,-0.1588037530438701,2.563833534595399,3.5840986727142616,-4.382956899998406,1.4133153881501466,6.553566967910778
